Person,Skill,Rating
Person 971,Kotlin,1
Person 971,C++,2
Person 971,Swift,3
Person 972,C,3
Person 972,Kotlin,4
Person 972,PHP,4
Person 973,Ruby,1
Person 974,Kotlin,1
Person 974,Swift,4
Person 974,Python,3
Person 974,C++,5
Person 974,Ruby,2
Person 974,R,4
Person 975,Kotlin,3
Person 975,Swift,5
Person 976,Kotlin,4
Person 976,Go,2
Person 976,C,4
Person 976,JavaScript,5
Person 976,Ruby,3
Person 977,Swift,3
Person 977,R,5
Person 977,JavaScript,5
Person 977,Go,3
Person 978,Python,2
Person 978,Java,5
Person 978,Go,2
Person 978,Kotlin,1
Person 978,Swift,5
Person 978,R,5
Person 978,Ruby,1
Person 978,PHP,3
Person 978,JavaScript,2
Person 978,C++,4
Person 979,C,3
Person 979,Java,3
Person 979,JavaScript,3
Person 979,Python,4
Person 979,Swift,1
Person 980,C,1
Person 981,Python,3
Person 981,JavaScript,3
Person 981,PHP,1
Person 981,C++,2
Person 981,C,3
Person 981,Swift,4
Person 981,Java,1
Person 981,Ruby,2
Person 981,Kotlin,5
Person 982,PHP,3
Person 982,Kotlin,2
Person 982,Swift,1
Person 982,R,5
Person 982,Java,1
Person 982,Ruby,4
Person 982,Go,5
Person 982,C,2
Person 983,Go,4
Person 983,Python,2
Person 983,Swift,3
Person 983,Kotlin,1
Person 983,C,4
Person 983,JavaScript,3
Person 983,C++,4
Person 984,Kotlin,1
Person 984,PHP,3
Person 984,R,3
Person 984,Python,2
Person 984,Swift,2
Person 984,Go,4
Person 984,Ruby,4
Person 984,Java,3
Person 984,C++,4
Person 984,JavaScript,1
Person 985,R,2
Person 985,C,1
Person 985,PHP,2
Person 985,JavaScript,3
Person 985,C++,2
Person 985,Go,1
Person 985,Java,2
Person 986,Go,2
Person 987,Swift,5
Person 987,Go,2
Person 987,C++,1
Person 987,Python,1
Person 987,Java,3
Person 987,Ruby,2
Person 987,PHP,4
Person 987,JavaScript,4
Person 987,C,2
Person 987,Kotlin,5
Person 988,Kotlin,3
Person 988,C++,2
Person 988,Go,3
Person 988,Java,2
Person 988,JavaScript,2
Person 988,Swift,3
Person 988,PHP,2
Person 988,Ruby,4
Person 989,Python,1
Person 989,Ruby,2
Person 989,C++,1
Person 990,PHP,1
Person 990,C++,5
Person 991,PHP,1
Person 991,Java,3
Person 991,Ruby,4
Person 991,R,5
Person 991,JavaScript,5
Person 991,C++,1
Person 991,Swift,3
Person 992,C,1
Person 992,JavaScript,3
Person 992,Ruby,3
Person 992,Go,5
Person 993,C,4
Person 993,Ruby,2
Person 993,Go,3
Person 994,Go,1
Person 994,Swift,5
Person 994,Java,2
Person 994,C,2
Person 994,PHP,5
Person 994,JavaScript,4
Person 994,Python,4
Person 994,Ruby,5
Person 994,C++,5
Person 994,Kotlin,4
Person 995,Python,2
Person 995,C,3
Person 995,JavaScript,4
Person 995,PHP,2
Person 995,Kotlin,1
Person 995,R,5
Person 995,Go,4
Person 996,Python,2
Person 996,PHP,2
Person 996,Swift,2
Person 996,JavaScript,3
Person 996,R,5
Person 996,Go,4
Person 996,Ruby,5
Person 996,Java,5
Person 996,C++,4
Person 996,Kotlin,1
Person 997,Go,2
Person 997,R,3
Person 997,PHP,2
Person 997,JavaScript,3
Person 997,Ruby,2
Person 997,Python,1
Person 997,C,1
Person 997,Swift,4
Person 997,Java,3
Person 997,C++,5
Person 998,R,5
Person 998,Go,1
Person 998,Python,3
Person 998,Java,2
Person 998,Swift,4
Person 998,C++,3
Person 998,JavaScript,2
Person 999,Ruby,2
Person 1000,Swift,2
Person 1000,JavaScript,4
Person 1000,Java,4
Person 1000,C,3
Person 1000,Kotlin,4
Person 1000,PHP,1
Person 1000,C++,2
Person 1000,Go,2
Person 1000,R,2
Person 1000,Ruby,3
